Headlines,Time,Description,combined_text,clean_text
Centene CEO predicts the Supreme Court will uphold Obamacare 7-2 if it gets there," 6:42  PM ET Thu, 24 Oct 2019","""We're hoping that ... the appeals court, Fifth District, does reverse it,"" taking some uncertainty out of the health-care industry, Centene CEO Michael Neidorff tells Jim Cramer.","Centene CEO predicts the Supreme Court will uphold Obamacare 7-2 if it gets there  6:42  PM ET Thu, 24 Oct 2019 ""We're hoping that ... the appeals court, Fifth District, does reverse it,"" taking some uncertainty out of the health-care industry, Centene CEO Michael Neidorff tells Jim Cramer.",centene ceo predicts supreme court uphold obamacare gets pm et thu oct hoping appeals court fifth district reverse taking uncertainty health care industry centene ceo michael neidorff tells jim cramer
"Everything Jim Cramer said on 'Mad Money,' including earnings, CSX and ServiceNow CEOs"," 8:50  PM ET Wed, 23 Oct 2019","Jim Cramer breaks down the week in earnings reports, gets an update on CSX's precision railroading strategy with CEO Jim Foote, gets a read on the digital transformation story with ServiceNow and makes recommendations in chipmakers and medtech.","Everything Jim Cramer said on 'Mad Money,' including earnings, CSX and ServiceNow CEOs  8:50  PM ET Wed, 23 Oct 2019 Jim Cramer breaks down the week in earnings reports, gets an update on CSX's precision railroading strategy with CEO Jim Foote, gets a read on the digital transformation story with ServiceNow and makes recommendations in chipmakers and medtech.",everything jim cramer said mad money including earnings csx servicenow ceos pm et wed oct jim cramer breaks week earnings reports gets update csx precision railroading strategy ceo jim foote gets read digital transformation story servicenow makes recommendations chipmakers medtech
Cramer's lightning round: Exact Sciences is close to calling a bottom," 7:47  PM ET Wed, 23 Oct 2019",Jim Cramer takes calls and delivers his thoughts on callers' favorite stock picks of the day in rapid speed.,"Cramer's lightning round: Exact Sciences is close to calling a bottom  7:47  PM ET Wed, 23 Oct 2019 Jim Cramer takes calls and delivers his thoughts on callers' favorite stock picks of the day in rapid speed.",cramer lightning round exact sciences close calling bottom pm et wed oct jim cramer takes calls delivers thoughts callers favorite stock picks day rapid speed
,,,  ,
"ServiceNow CEO: Businesses still spending on digital despite Brexit, macro headwinds"," 7:51  PM ET Wed, 23 Oct 2019","""Cross-functional workflow is the wave of the future. That's what digitization enables,"" outgoing ServiceNow CEO John Donahoe tells CNBC's Jim Cramer.","ServiceNow CEO: Businesses still spending on digital despite Brexit, macro headwinds  7:51  PM ET Wed, 23 Oct 2019 ""Cross-functional workflow is the wave of the future. That's what digitization enables,"" outgoing ServiceNow CEO John Donahoe tells CNBC's Jim Cramer.",servicenow ceo businesses still spending digital despite brexit macro headwinds pm et wed oct cross functional workflow wave future digitization enables outgoing servicenow ceo john donahoe tells cnbc jim cramer
Companies founded only by women receive 3% of venture capital. This firm aims to change that," 6:56  PM ET Wed, 23 Oct 2019","""A founder who sees a huge market opportunity and she has a vision ... has a right to access that capital alongside anyone else,"" Victress Capital's Lori Cashman says.","Companies founded only by women receive 3% of venture capital. This firm aims to change that  6:56  PM ET Wed, 23 Oct 2019 ""A founder who sees a huge market opportunity and she has a vision ... has a right to access that capital alongside anyone else,"" Victress Capital's Lori Cashman says.",companies founded women receive venture capital firm aims change pm et wed oct founder sees huge market opportunity vision right access capital alongside anyone else victress capital lori cashman says
"Earnings season has reached 'maximum disorientation,' Jim Cramer says"," 6:34  PM ET Wed, 23 Oct 2019",Jim Cramer breaks down the counterintuitive trading in Chipotle and Caterpillar and instructs investors to buy the dip.,"Earnings season has reached 'maximum disorientation,' Jim Cramer says  6:34  PM ET Wed, 23 Oct 2019 Jim Cramer breaks down the counterintuitive trading in Chipotle and Caterpillar and instructs investors to buy the dip.",earnings season reached maximum disorientation jim cramer says pm et wed oct jim cramer breaks counterintuitive trading chipotle caterpillar instructs investors buy dip
CSX CEO explains how a new business model brought efficiency to the railroad company," 6:25  PM ET Wed, 23 Oct 2019","""We're able to move in any direction we need to in any given time much better,"" CSX CEO Jim Foote tells CNBC's Jim Cramer.","CSX CEO explains how a new business model brought efficiency to the railroad company  6:25  PM ET Wed, 23 Oct 2019 ""We're able to move in any direction we need to in any given time much better,"" CSX CEO Jim Foote tells CNBC's Jim Cramer.",csx ceo explains new business model brought efficiency railroad company pm et wed oct able move direction need given time much better csx ceo jim foote tells cnbc jim cramer
"This investment 'could do a lot of damage to your portfolio,' $9 billion money manager warns"," 3:06  PM ET Wed, 23 Oct 2019","Long-term bonds are ""too dangerous"" at this point in the bull market's cycle, warns Todd Morgan, chairman and CEO of Bel Air Investment Advisors.","This investment 'could do a lot of damage to your portfolio,' $9 billion money manager warns  3:06  PM ET Wed, 23 Oct 2019 Long-term bonds are ""too dangerous"" at this point in the bull market's cycle, warns Todd Morgan, chairman and CEO of Bel Air Investment Advisors.",investment could lot damage portfolio billion money manager warns pm et wed oct long term bonds dangerous point bull market cycle warns todd morgan chairman ceo bel air investment advisors
"Everything Jim Cramer said on 'Mad Money,' including Biogen drug, Hasbro and Logitech, Beyond Meat"," 9:07  PM ET Tue, 22 Oct 2019",CNBC's Jim Cramer says Biogen is one example why investors should buy individual stocks. He chats with the CEOs of Hasbro and Logitech after their earnings reports and breaks down why more downside may be in store for Beyond Meat.,"Everything Jim Cramer said on 'Mad Money,' including Biogen drug, Hasbro and Logitech, Beyond Meat  9:07  PM ET Tue, 22 Oct 2019 CNBC's Jim Cramer says Biogen is one example why investors should buy individual stocks. He chats with the CEOs of Hasbro and Logitech after their earnings reports and breaks down why more downside may be in store for Beyond Meat.",everything jim cramer said mad money including biogen drug hasbro logitech beyond meat pm et tue oct cnbc jim cramer says biogen one example investors buy individual stocks chats ceos hasbro logitech earnings reports breaks downside may store beyond meat
,,,  ,
"Hasbro in Q4 has 'come out of the gates' strongly, CEO Brian Goldner tells Jim Cramer"," 6:53  PM ET Tue, 22 Oct 2019","Hasbro ""can grow in the fourth quarter and, as we go forward, we will get through this issue related to the tariffs,"" CEO Brian Goldner says.","Hasbro in Q4 has 'come out of the gates' strongly, CEO Brian Goldner tells Jim Cramer  6:53  PM ET Tue, 22 Oct 2019 Hasbro ""can grow in the fourth quarter and, as we go forward, we will get through this issue related to the tariffs,"" CEO Brian Goldner says.",hasbro q come gates strongly ceo brian goldner tells jim cramer pm et tue oct hasbro grow fourth quarter go forward get issue related tariffs ceo brian goldner says
Cramer's lightning round: Hold on to this 'never-talked-about company'," 6:51  PM ET Tue, 22 Oct 2019","""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.","Cramer's lightning round: Hold on to this 'never-talked-about company'  6:51  PM ET Tue, 22 Oct 2019 ""Mad Money"" host Jim Cramer rings the lightning round bell, which means he's giving his answers to callers' stock questions at rapid speed.",cramer lightning round hold never talked company pm et tue oct mad money host jim cramer rings lightning round bell means giving answers callers stock questions rapid speed
"Lightning will never 'strike' an index fund like it did Biogen on Tuesday, Jim Cramer says"," 7:20  PM ET Tue, 22 Oct 2019","CNBC's Jim Cramer makes the case that investors should own individual stocks ""if you're willing to do the work"" and ""try to beat the averages.""","Lightning will never 'strike' an index fund like it did Biogen on Tuesday, Jim Cramer says  7:20  PM ET Tue, 22 Oct 2019 CNBC's Jim Cramer makes the case that investors should own individual stocks ""if you're willing to do the work"" and ""try to beat the averages.""",lightning never strike index fund like biogen tuesday jim cramer says pm et tue oct cnbc jim cramer makes case investors individual stocks willing work try beat averages
"'Stay the course': Stocks can climb another 10% by end of 2020, says money manager"," 3:29  PM ET Tue, 22 Oct 2019","The bull market is still intact and could deliver another 10% of gains by the end of next year, says Todd Morgan, chairman and CEO of Bel Air Investment Advisors.","'Stay the course': Stocks can climb another 10% by end of 2020, says money manager  3:29  PM ET Tue, 22 Oct 2019 The bull market is still intact and could deliver another 10% of gains by the end of next year, says Todd Morgan, chairman and CEO of Bel Air Investment Advisors.",stay course stocks climb another end says money manager pm et tue oct bull market still intact could deliver another gains end next year says todd morgan chairman ceo bel air investment advisors
"Everything Jim Cramer said on 'Mad Money,' including Apple's records, S&P 500 projections, StockX"," 8:03  PM ET Mon, 21 Oct 2019","CNBC's Jim Cramer breaks down how Apple and JPMorgan market action influence their respective sectors, forecasts what's ahead for the S&P 500 and sits down with new StockX CEO Scott Cutler.","Everything Jim Cramer said on 'Mad Money,' including Apple's records, S&P 500 projections, StockX  8:03  PM ET Mon, 21 Oct 2019 CNBC's Jim Cramer breaks down how Apple and JPMorgan market action influence their respective sectors, forecasts what's ahead for the S&P 500 and sits down with new StockX CEO Scott Cutler.",everything jim cramer said mad money including apple records p projections stockx pm et mon oct cnbc jim cramer breaks apple jpmorgan market action influence respective sectors forecasts ahead p sits new stockx ceo scott cutler
